"","PROBEID","SYMBOL","GENENAME","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"992","1422041_at","Pilrb1","paired immunoglobin-like type 2 receptor beta 1","170741",-0.320095469285437,9.82960978154368,-1.37669000528582,0.192026081684401,0.992630117217603,-4.49266226242338
"993","1422045_a_at","Ptpn12","protein tyrosine phosphatase, non-receptor type 12","19248",-0.229681336820315,10.2233081314801,-0.898059949021182,0.385604477961317,0.992630117217603,-4.78872551313191
"994","1422046_at","Itgam","integrin alpha M","16409",-0.631414568775501,7.28585109632239,-2.21292790637363,0.0455513204131971,0.992630117217603,-3.81876411914027
"995","1422047_at","Cdh5","cadherin 5","12562",-0.0504882455027875,10.141070518625,-0.0665282621374335,0.947977012430508,0.995461297879057,-5.02932170744767
"996","1422048_at","Trpc5","transient receptor potential cation channel, subfamily C, member 5","22067",0.135267998741846,6.20161087683934,0.617327330786888,0.547758467107704,0.992630117217603,-4.91375670950493
"997","1422064_a_at","Zbtb20","zinc finger and BTB domain containing 20","56490",0.51149790487966,8.97918997388776,1.0988320816047,0.291921397755645,0.992630117217603,-4.67588009005105
"998","1422073_a_at","Celsr2","cadherin, EGF LAG seven-pass G-type receptor 2","53883",0.328611130713426,8.32433656715192,1.44129930652936,0.173325772797752,0.992630117217603,-4.44621955973201
"999","1422077_at","Acot4","acyl-CoA thioesterase 4","171282",0.144437913956865,6.97856451665346,0.515054431662062,0.615224147723699,0.992630117217603,-4.94878776100688
"1000","1422079_at","Prkch","protein kinase C, eta","18755",-0.174745899004579,9.2951886270152,-0.331049666006908,0.745921381891067,0.992630117217603,-4.9965773048669
"1001","1422086_at","Tbx19","T-box 19","83993",0.105475073028096,8.82985105324273,0.436961472382587,0.669362655496155,0.992630117217603,-4.97150803812554
"1002","1422095_a_at","Cmpk2","cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial","22169",-0.071249129675647,8.51032799565241,-0.153181454144655,0.880624727806898,0.994603195841335,-5.02336597163181
"1003","1422108_at","Ppp1r3a","protein phosphatase 1, regulatory subunit 3A","140491",0.274303446539719,6.97993570665776,0.984330196444785,0.343050909212215,0.992630117217603,-4.74245279635601
"1004","1422112_at","Ackr2","atypical chemokine receptor 2","59289",-0.0943018674810165,8.77244953725711,-0.450446696485772,0.6598637415704,0.992630117217603,-4.96783854291105
"1005","1422124_a_at","Ptprc","protein tyrosine phosphatase, receptor type, C","19264",-0.761996008453361,10.6583010564857,-1.37806692760599,0.191610840105837,0.992630117217603,-4.49168624940852
"1006","1422149_at","Foxo4","forkhead box O4","54601",0.231693901962226,8.11261334754898,1.09238686855371,0.294639228241238,0.992630117217603,-4.67977658333161
"1007","1422160_at","H2-T24","histocompatibility 2, T region locus 24","15042",0.211838053743318,7.24795474755175,0.845344570445449,0.413319397981338,0.992630117217603,-4.8152624668898
"1008","1422167_at","Sema5a","sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A","20356",0.0959357279362765,6.06716406186007,0.387702072385608,0.704556446983009,0.992630117217603,-4.98400003529118
"1009","1422169_a_at","Bdnf","brain derived neurotrophic factor","12064",0.0973050214638889,9.2619769997855,0.512621793914477,0.616877854592384,0.992630117217603,-4.94954878975877
"1010","1422174_at","Pdx1","pancreatic and duodenal homeobox 1","18609",0.0130400661958578,6.91624805577526,0.0544188088341712,0.957435034213724,0.99735374955939,-5.02978038819281
"1011","1422187_at","Gabrg3","gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3","14407",-0.0179895368628413,7.29524673972367,-0.0616406122736364,0.95179358073501,0.995461297879057,-5.02951788678873
"1012","1422192_at","Gja5","gap junction protein, alpha 5","14613",-0.00653224991153589,6.74324877007008,-0.0264913520664643,0.97927075177611,0.99914369052923,-5.03048819372828
"1013","1422208_a_at","Gnb5","guanine nucleotide binding protein (G protein), beta 5","14697",-0.0972333972705766,8.20156345654519,-0.580426493518801,0.571624732773763,0.992630117217603,-4.92707433532452
"1014","1422216_at","Mid2","midline 2","23947",0.0461216548369112,8.4351926266679,0.281311458172069,0.782932037193748,0.992630117217603,-5.00602168567903
"1015","1422217_a_at","Cyp1a1","cytochrome P450, family 1, subfamily a, polypeptide 1","13076",0.272511326268365,8.85142066345336,0.932713040745484,0.368093010887728,0.992630117217603,-4.77055519226986
"1016","1422240_s_at","Sprr2h","small proline-rich protein 2H","20762",0.390429050310473,8.39094926499218,1.33428584613824,0.205180081628132,0.992630117217603,-4.52241554236864
"1017","1422246_at","Dspp","dentin sialophosphoprotein","666279",0.158366777100535,7.35239364855972,0.774951054026309,0.452336601543765,0.992630117217603,-4.84855503467996
"1018","1422259_a_at","Ccr5","chemokine (C-C motif) receptor 5","12774",-0.104932053029868,7.60305825600919,-0.450684887719965,0.659696505329636,0.992630117217603,-4.96777276931692
"1019","1422272_at","Phxr4","per-hexamer repeat gene 4","18689",0.314362699712078,9.18052060340897,1.17272763387483,0.262100598936995,0.992630117217603,-4.62999443052714
"1020","1422320_x_at","Phxr5","per-hexamer repeat gene 5","18690",0.299946096092178,7.35478117218363,1.485969067408,0.161306744732041,0.992630117217603,-4.41336832158028
"1021","1422330_at","Glp1r","glucagon-like peptide 1 receptor","14652",0.0175015803412837,8.55867011235529,0.0664252242286875,0.948057457122802,0.995461297879057,-5.02932599740287
"1022","1422332_at","Ifna11","interferon alpha 11","15964",0.203373028040303,5.60745150879113,0.807718439082118,0.433890829863425,0.992630117217603,-4.83336791984282
"1023","1422341_s_at","Pla2g15","phospholipase A2, group XV","192654",0.0270306654224122,8.4361279761273,0.0836329423129431,0.934631821312285,0.995461297879057,-5.0285175018762
"1024","1422346_at","Nkx2-1","NK2 homeobox 1","21869",0.202451662323316,8.01652109248219,0.59254138896005,0.563728370853262,0.992630117217603,-4.92278560936322
"1025","1422349_at","Ccr1l1","chemokine (C-C motif) receptor 1-like 1","12770",0.126312484555005,7.80363367761672,0.463269664856729,0.650887886179282,0.992630117217603,-4.9642504256611
"1026","1422351_at","Olfr480","olfactory receptor 480","56861",0.398132599858402,7.14635122600207,1.51244810688635,0.154520097543886,0.992630117217603,-4.39362305630764
"1027","1422357_at","Magea6","melanoma antigen, family A, 6","17142",0.380012631288537,5.96148127431898,1.15182909011894,0.270286236277738,0.992630117217603,-4.64319390976497
"1028","1422359_at","Olfr690","olfactory receptor 690","56860",0.205341674945457,7.54451652717165,0.770416837088704,0.454927669171562,0.992630117217603,-4.85061343045381
"1029","1422361_at","Tlm","T lymphoma oncogene","21893",0.243061583562173,6.88360939465459,0.885682018690281,0.391995654110605,0.992630117217603,-4.79507743706835
"1030","1422374_s_at","Olfr66","olfactory receptor 66","18367",0.145693850506213,8.54348910782824,0.556376404162707,0.587473008950037,0.992630117217603,-4.9353441473107
"1031","1422389_at","Tas2r105","taste receptor, type 2, member 105","57252",0.13093063550549,5.770580340464,0.423923114194434,0.678603499946544,0.992630117217603,-4.97495423004697
"1032","1422430_at","Fignl1","fidgetin-like 1","60530",0.0528033310054532,8.62473549852364,0.226110634645685,0.824657566325679,0.992687310093011,-5.0147349157905
"1033","1422437_at","Col5a2","collagen, type V, alpha 2","12832",0.109860518431605,10.7478760165039,0.465297003008357,0.649473912429791,0.992630117217603,-4.96367434190411
"1034","1422438_at","Ephx1","epoxide hydrolase 1, microsomal","13849",-0.0528629862212746,10.7701684057172,-0.269415668400803,0.791869940234051,0.992630117217603,-5.00805724527588
"1035","1422440_at","Cdk4","cyclin-dependent kinase 4","12567",-0.135276033382125,8.7927536340289,-0.619860952932351,0.546140219550894,0.992630117217603,-4.91281461086171
"1036","1422448_at","Tff2","trefoil factor 2 (spasmolytic protein 1)","21785",0.00798880122292012,9.61226294218786,0.0389967113533898,0.969489905454164,0.998583617054427,-5.03023164361656
"1037","1422450_at","Ctnnd1","catenin (cadherin associated protein), delta 1","12388",-0.313520555184313,10.5049040911864,-1.87373622248449,0.0837883644240009,0.992630117217603,-4.10730507806316
"1038","1422459_a_at","Psmd13","proteasome (prosome, macropain) 26S subunit, non-ATPase, 13","23997",-0.099913565734477,9.46897368024617,-0.557761257578097,0.586554277448626,0.992630117217603,-4.93487680001834
"1039","1422460_at","Mad2l1","MAD2 mitotic arrest deficient-like 1","56150",0.0145160677783558,8.35077339628305,0.0813013975265947,0.936449792533509,0.995461297879057,-5.02863789373298
"1040","1422462_at","Ube2t","ubiquitin-conjugating enzyme E2T","67196",-0.0118211331085574,6.66613856678966,-0.0684093335648045,0.946508510582783,0.995461297879057,-5.02924222195656
"1041","1422468_at","Ppt1","palmitoyl-protein thioesterase 1","19063",0.0232633636087058,9.63190156300705,0.0881830203922132,0.931085106101102,0.995461297879057,-5.02827276647511
"1042","1422473_at","Pde4b","phosphodiesterase 4B, cAMP specific","18578",0.450900959236964,9.06410021852613,1.18504788337364,0.257365503358664,0.992630117217603,-4.62213270662775
"1043","1422476_at","Ifi30","interferon gamma inducible protein 30","65972",-0.316411319863427,10.9145146788759,-1.61054098350384,0.131459810929581,0.992630117217603,-4.31882657529474
"1044","1422478_a_at","Acss2","acyl-CoA synthetase short-chain family member 2","60525",-0.18659264282037,8.42838109403296,-1.00580628913407,0.332998372735603,0.992630117217603,-4.73040340761483
"1045","1422483_a_at","Cycs","cytochrome c, somatic","13063",-0.320149056397485,10.8022415698634,-1.24132332820045,0.236578997043918,0.992630117217603,-4.5854843703715
"1046","1422486_a_at","Smad4","SMAD family member 4","17128",0.13013266228095,10.2836167146471,0.647297319140084,0.528787739937531,0.992630117217603,-4.90238677875293
"1047","1422489_at","Mogs","mannosyl-oligosaccharide glucosidase","57377",-0.15472288374437,9.37923020903177,-0.791309299287739,0.443066604790612,0.992630117217603,-4.84104147514157
"1048","1422503_s_at","Parp1","poly (ADP-ribose) polymerase family, member 1","11545",0.0534218168626968,9.00073243775044,0.237859303070648,0.815725445117887,0.992630117217603,-5.01303714547884
"1049","1422507_at","Cstb","cystatin B","13014",-0.0808917163742606,11.2376954459888,-0.419913737917828,0.681456121700481,0.992630117217603,-4.9759937948487
"1050","1422510_at","Ctdspl","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like","69274",-0.101267936502575,9.98411618291519,-0.541358838799024,0.597483483225626,0.992630117217603,-4.94034237885459
"1051","1422512_a_at","Ogfr","opioid growth factor receptor","72075",-0.12331485613867,8.99065323232877,-0.374436950229844,0.714160528304069,0.992630117217603,-4.98711755894126
"1052","1422513_at","Ccnf","cyclin F","12449",0.15760856427783,7.82924293517345,0.808355827612299,0.433536906323075,0.992630117217603,-4.83306710791221
"1053","1422526_at","Acsl1","acyl-CoA synthetase long-chain family member 1","14081",-0.148053205401355,8.73763336688179,-0.583088481266084,0.569884635078554,0.992630117217603,-4.92613901564204
"1054","1422527_at","H2-DMa","histocompatibility 2, class II, locus DMa","14998",-0.22505624473038,9.70150673346921,-0.518224386337199,0.61307249443132,0.992630117217603,-4.94779097406859
"1055","1422528_a_at","Zfp36l1","zinc finger protein 36, C3H type-like 1","12192",-0.0277784095342568,9.98625885882502,-0.0566302557488986,0.955707250695548,0.996805128231526,-5.02970347317724
"1056","1422532_at","Xpc","xeroderma pigmentosum, complementation group C","22591",-0.177557429402029,8.62779880884806,-0.904620075873783,0.382246287955047,0.992630117217603,-4.78532936830808
"1057","1422535_at","Ccne2","cyclin E2","12448",0.295777036440874,5.94428956278982,1.54470336790275,0.14658237266443,0.992630117217603,-4.36930792482227
"1058","1422536_at","Tnni3","troponin I, cardiac 3","21954",-0.466648159377257,9.32821626641086,-1.83463497825638,0.0897126786383592,0.992630117217603,-4.13957805891644
"1059","1422537_a_at","Id2","inhibitor of DNA binding 2","15902",-0.00378832177226052,9.94554935374781,-0.00829341505498731,0.993509738512032,0.99914369052923,-5.03068651066317
"1060","1422540_at","Fbln1","fibulin 1","14114",-0.0294814730092554,9.57749304455449,-0.0770863372876572,0.939737328691912,0.995461297879057,-5.02884691607167
"1061","1422541_at","Ptprm","protein tyrosine phosphatase, receptor type, M","19274",-0.00889242920621847,10.5765384713747,-0.0436463424769457,0.965854500812742,0.998439025665114,-5.03011127589937
"1062","1422545_at","Tbx2","T-box 2","21385",-0.0199452445384427,10.3593574876738,-0.0951508974098494,0.925656750626714,0.995461297879057,-5.02787290588531
"1063","1422547_at","Ranbp1","RAN binding protein 1","19385",-0.126141489133541,10.9758344202689,-0.570996664271191,0.577811537323422,0.992630117217603,-4.93035564322781
"1064","1422552_at","Rprm","reprimo, TP53 dependent G2 arrest mediator candidate","67874",-0.168570101195622,6.90834433441722,-0.730181504718008,0.478327220363928,0.992630117217603,-4.86841338345216
"1065","1422557_s_at","Mt1","metallothionein 1","17748",-0.340728456302692,11.3494870455158,-0.827210943079435,0.423151915800202,0.992630117217603,-4.82407632761429
"1066","1422562_at","Rrad","Ras-related associated with diabetes","56437",-0.238056982335116,7.22098538168981,-0.947940123149439,0.360575975138861,0.992630117217603,-4.76239261852979
"1067","1422565_s_at","Nfic","nuclear factor I/C","18029",0.309156595811041,7.09951867166956,0.455250089755942,0.656494924285943,0.992630117217603,-4.96650572408841
"1068","1422572_at","Rhog","ras homolog family member G","56212",-0.172051038148993,10.7167668324801,-0.825185323859392,0.424259713442343,0.992630117217603,-4.82505073946567
"1069","1422573_at","Ampd3","adenosine monophosphate deaminase 3","11717",-0.339692971466176,8.96953032563017,-1.16955535980176,0.26333065858819,0.992630117217603,-4.63200911060166
"1070","1422577_at","Cs","citrate synthase","12974",-0.364004623280429,9.55851677287401,-1.12995015590317,0.279064617334587,0.992630117217603,-4.65682619477185
"1071","1422579_at","Hspe1","heat shock protein 1 (chaperonin 10)","15528",-0.192672535845112,9.01578666932299,-0.843651559304071,0.414230938557963,0.992630117217603,-4.81609224454353
"1072","1422580_at","Myl4","myosin, light polypeptide 4","17896",-0.603307992784391,9.81991516692645,-1.58263841610025,0.137695990100916,0.992630117217603,-4.3403563597165
"1073","1422588_at","Krt6b","keratin 6B","16688",0.0220674085457979,8.29975657856411,0.0814044406276286,0.936369439004754,0.995461297879057,-5.028632644775
"1074","1422597_at","Mmp15","matrix metallopeptidase 15","17388",-0.0532423910541659,9.76030993345692,-0.286159808011099,0.779298331226764,0.992630117217603,-5.00516726660388
"1075","1422601_at","Serpinb9","serine (or cysteine) peptidase inhibitor, clade B, member 9","20723",0.0138253064988412,11.5121686385091,0.0753554255363063,0.941087690111474,0.995461297879057,-5.02892953289348
"1076","1422603_at","Rnase4","ribonuclease, RNase A family 4","58809",-0.150992085103756,11.9863943299728,-0.678484312673469,0.509450423332416,0.992630117217603,-4.89003546867104
"1077","1422612_at","Hk2","hexokinase 2","15277",-0.254563780557511,9.44106183005168,-0.930821845204563,0.369034200207914,0.992630117217603,-4.7715614343057
"1078","1422620_s_at","Plpp1","phospholipid phosphatase 1","19012",-0.224217229814302,11.3516371230359,-0.892332947828716,0.388552635892649,0.992630117217603,-4.79167354478506
"1079","1422628_at","Fam111a","family with sequence similarity 111, member A","107373",-0.261534937553243,8.52352241187818,-0.780802560957181,0.449006603173287,0.992630117217603,-4.84588305639762
"1080","1422631_at","Ahr","aryl-hydrocarbon receptor","11622",0.0142558409594802,10.5686216633065,0.0485803561821058,0.961997617129077,0.997627158504228,-5.02996874069274
"1081","1422637_at","Rassf5","Ras association (RalGDS/AF-6) domain family member 5","54354",-0.432537574069102,8.11057574457392,-1.19790290283031,0.252495980923743,0.992630117217603,-4.61386707669645
"1082","1422640_at","Pcdhb9","protocadherin beta 9","93880",-0.0283321495052595,6.92149823534185,-0.118241898357555,0.907696837087853,0.995461297879057,-5.02633106411689
"1083","1422644_at","Sh3bgr","SH3-binding domain glutamic acid-rich protein","50795",-0.200146060299628,7.91306453609817,-0.980758854164827,0.344743443536538,0.992630117217603,-4.74443641443985
"1084","1422651_at","Adipoq","adiponectin, C1Q and collagen domain containing","11450",-1.23185560330296,8.48657874191831,-2.36141673066514,0.034615719550175,0.992630117217603,-3.68933727227266
"1085","1422659_at","Camk2d","calcium/calmodulin-dependent protein kinase II, delta","108058",-0.360805705488736,7.46401606783395,-1.76107414303064,0.101887766652698,0.992630117217603,-4.19955525847789
"1086","1422661_at","Lgals8","lectin, galactose binding, soluble 8","56048",0.185831702865796,8.65843717008229,0.7793046168014,0.449857573179838,0.992630117217603,-4.84656873236332
"1087","1422665_a_at","Pcmt1","protein-L-isoaspartate (D-aspartate) O-methyltransferase 1","18537",-0.0836339864754079,7.82105223228037,-0.37217887611198,0.715800515682802,0.992630117217603,-4.98763776892208
"1088","1422672_at","Sprr1b","small proline-rich protein 1B","20754",0.23908123332811,6.14032939383585,0.847542799630049,0.412137827061084,0.992630117217603,-4.81418296333966
"1089","1422686_s_at","Exoc4","exocyst complex component 4","20336",-0.0303409977333846,8.76420833908993,-0.110378136315486,0.913807770805905,0.995461297879057,-5.0268935184785
"1090","1422699_at","Alox12","arachidonate 12-lipoxygenase","11684",-0.117593732312322,7.72917024896882,-0.558134267810219,0.586306944679798,0.992630117217603,-4.93475073473716
"1091","1422702_at","Azin1","antizyme inhibitor 1","54375",-0.275113083935404,9.65358545173104,-1.00450793126819,0.333600005857029,0.992630117217603,-4.73113772569438
"1092","1422706_at","Pmepa1","prostate transmembrane protein, androgen induced 1","65112",-0.164241873695399,8.76891548563171,-0.70308335154768,0.494494501568904,0.992630117217603,-4.87992408297256
"1093","1422707_at","Pik3cg","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma","30955",-0.0976171878467698,7.71245693809542,-0.480456325713785,0.638946078033416,0.992630117217603,-4.95929082891119
"1094","1422714_at","Ube2i","ubiquitin-conjugating enzyme E2I","22196",-0.137144541591507,9.53356928148635,-0.775306062580161,0.452134127509526,0.992630117217603,-4.8483934264425
"1095","1422738_at","Ddr2","discoidin domain receptor family, member 2","18214",0.739082313356288,8.949258445206,1.74601448544333,0.10455494316093,0.992630117217603,-4.2117064614022
"1096","1422739_at","Hs2st1","heparan sulfate 2-O-sulfotransferase 1","23908",0.0457648854719768,9.52410894760332,0.231096259002075,0.820863975481575,0.992630117217603,-5.01402483426936
"1097","1422742_at","Hivep1","human immunodeficiency virus type I enhancer binding protein 1","110521",-0.248744776967733,8.15246050536592,-1.03122949418237,0.321375630291247,0.992630117217603,-4.71587437386556
"1098","1422744_at","Phka1","phosphorylase kinase alpha 1","18679",-0.281432955873056,8.39014150943056,-1.22837077296288,0.241242032907139,0.992630117217603,-4.59402506193381
"1099","1422748_at","Zeb2","zinc finger E-box binding homeobox 2","24136",0.0609240654232481,7.68734142264641,0.132893975493737,0.896327311611259,0.995461297879057,-5.02518021082453
"1100","1422750_a_at","Zmynd10","zinc finger, MYND domain containing 10","114602",0.135934075581401,8.47816939961848,0.531750854362215,0.60393328242598,0.992630117217603,-4.9434729484602
"1101","1422751_at","Tle1","transducin-like enhancer of split 1","21885",-0.0157595689491004,8.31017592949463,-0.08321719509903,0.934955963478569,0.995461297879057,-5.02853921841758
"1102","1422754_at","Tmod1","tropomodulin 1","21916",0.0704125934496123,8.92581928024375,0.263852266487593,0.796060629939842,0.992630117217603,-5.00897953231203
"1103","1422762_at","Kif17","kinesin family member 17","16559",0.153183697113072,9.68434641646814,0.60662605200692,0.554622647271243,0.992630117217603,-4.91769672242908
"1104","1422763_at","Gipc1","GIPC PDZ domain containing family, member 1","67903",-0.062405179677036,9.20082178029909,-0.241089128296459,0.81327455013966,0.992630117217603,-5.01255552852927
"1105","1422764_at","Mapre1","microtubule-associated protein, RP/EB family, member 1","13589",-0.223907517756114,10.3337311573065,-0.873938744386253,0.398125291562719,0.992630117217603,-4.80103549983282
"1106","1422771_at","Smad6","SMAD family member 6","17130",0.0769956106143805,10.9664256756437,0.234171056446738,0.818526674836832,0.992630117217603,-5.0135792737692
"1107","1422784_at","Krt6a","keratin 6A","16687",0.178767197441641,7.41712183232803,0.847723210597587,0.412040953962402,0.992630117217603,-4.81409426164656
"1108","1422788_at","Slc43a3","solute carrier family 43, member 3","58207",-0.173120428595267,10.3202960341839,-0.593115007191383,0.563355955725215,0.992630117217603,-4.92258051367334
"1109","1422789_at","Aldh1a2","aldehyde dehydrogenase family 1, subfamily A2","19378",-0.243348036395096,8.10021221704237,-0.960498231354774,0.354458160122066,0.992630117217603,-4.75557996409399
"1110","1422808_s_at","Dock2","dedicator of cyto-kinesis 2","94176",-0.378310030646446,9.2947149264488,-1.18117473711579,0.258846879595091,0.992630117217603,-4.62461058037913
"1111","1422814_at","Aspm","abnormal spindle microtubule assembly","12316",0.107186825225204,7.87562374679113,0.388259526641416,0.704153982948399,0.992630117217603,-4.98386672476419
"1112","1422822_at","Stard5","StAR-related lipid transfer (START) domain containing 5","170460",-0.0112198766154687,8.80824076881494,-0.0489473855023426,0.9617107514502,0.997627158504228,-5.02995752871188
"1113","1422837_at","Scel","sciellin","64929",-0.0443254855226876,9.6509538038858,-0.196058043956172,0.847618644623021,0.994603195841335,-5.01869040334171
"1114","1422847_a_at","Prkcd","protein kinase C, delta","18753",-0.320946203639604,10.7442446537035,-1.59268243130011,0.135422337233908,0.992630117217603,-4.33262880200199
"1115","1422860_at","Nts","neurotensin","67405",0.0956176332204794,6.8743272235735,0.34795297347645,0.733486189048003,0.992630117217603,-4.99302652049534
"1116","1422861_s_at","Pdlim5","PDZ and LIM domain 5","56376",-0.214208476629212,6.239407898451,-0.84875429051186,0.411487597596773,0.992630117217603,-4.81358700861501
"1117","1422864_at","Runx1","runt related transcription factor 1","12394",0.188461081572344,8.34998866897536,0.469687744355659,0.646416424468269,0.992630117217603,-4.96241846301167
"1118","1422868_s_at","Gda","guanine deaminase","14544",-0.196886636621035,6.40195224568172,-0.751050201156641,0.466099627573559,0.992630117217603,-4.85928605957652
"1119","1422875_at","Cd84","CD84 antigen","12523",-0.358782930465532,8.46412793266048,-1.29528224650361,0.217917767281713,0.992630117217603,-4.5492475540681
"1120","1422877_at","Pcdhb12","protocadherin beta 12","93883",0.301953269412093,6.28571597690547,1.14271743215953,0.273916010481507,0.992630117217603,-4.64889454445547
"1121","1422881_s_at","Sypl","synaptophysin-like protein","19027",-0.35675673714606,8.51273187713853,-1.22877932785555,0.241093850560135,0.992630117217603,-4.59375661974536
"1122","1422890_at","Pcdh18","protocadherin 18","73173",0.0610528313700689,7.46720984761739,0.143137189849125,0.88839289738326,0.995461297879057,-5.02429621291702
"1123","1422902_s_at","Oga","O-GlcNAcase","76055",-0.479482226962539,9.77682374197743,-1.63275945491303,0.126670587543157,0.992630117217603,-4.30154564537866
"1124","1422903_at","Ly86","lymphocyte antigen 86","17084",-0.361521035221109,10.1301509346595,-0.954049660215325,0.357590433192499,0.992630117217603,-4.75908733345069
"1125","1422905_s_at","Fmo2","flavin containing monooxygenase 2","55990",0.0937787065104931,11.2688230157365,0.198723715825391,0.845575787391277,0.994603195841335,-5.01836210189502
"1126","1422910_s_at","Smc6","structural maintenance of chromosomes 6","67241",0.11056439830803,6.4153415414398,0.196276550525269,0.84745114713811,0.994603195841335,-5.01866365769229
"1127","1422924_at","Tnfsf9","tumor necrosis factor (ligand) superfamily, member 9","21950",-0.103414127094524,8.46485247622697,-0.353823506338521,0.729185480710702,0.992630117217603,-4.9917530527457
"1128","1422926_at","Mc2r","melanocortin 2 receptor","17200",0.108816902958184,7.61602748309322,0.381142938317775,0.709298860213079,0.992630117217603,-4.98555467502294
"1129","1422946_a_at","Dnmt1","DNA methyltransferase (cytosine-5) 1","13433",-0.254161794456994,9.65455576545024,-1.10148320869953,0.290808953150636,0.992630117217603,-4.6742723201038
"1130","1422953_at","Fpr2","formyl peptide receptor 2","14289",-0.626641386459838,9.91081099597183,-1.51163590606261,0.154724605352853,0.992630117217603,-4.39423163721355
"1131","1422962_a_at","Psmb8","proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7)","16913",-0.357431409136638,10.7757309439071,-1.13848792660974,0.275613524135115,0.992630117217603,-4.65152939561823
"1132","1422963_at","Sprr2i","small proline-rich protein 2I","20763",0.227194903325698,7.30410062095468,0.877825359747979,0.39608946796802,0.992630117217603,-4.79907096799667
"1133","1422977_at","Gp1bb","glycoprotein Ib, beta polypeptide","14724",-0.28305150494714,7.18531729446898,-0.772468938157194,0.453753842775371,0.992630117217603,-4.849683146504
"1134","1422978_at","Cybb","cytochrome b-245, beta polypeptide","13058",-0.415443404353352,8.85932213978018,-0.777979120506533,0.450611429978331,0.992630117217603,-4.8471745142231
"1135","1422983_at","Itgb6","integrin beta 6","16420",0.188049907179653,7.84371832535412,0.368144043471035,0.71873457707296,0.992630117217603,-4.98855970452205
"1136","1422984_at","Clip2","CAP-GLY domain containing linker protein 2","269713",0.0408184499958644,7.53071152776147,0.17636704970305,0.862743538301422,0.994603195841335,-5.02097924278525
"1137","1422985_at","Fzd1","frizzled class receptor 1","14362",-0.116575037573874,7.01773789286214,-0.37938253979484,0.710573831577257,0.992630117217603,-4.98596755149142
"1138","1422992_s_at","Pik3cd","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta","18707",-0.309226446068172,7.58690587403369,-1.07334759258829,0.302778495438911,0.992630117217603,-4.69118526523093
"1139","1423006_at","Pim1","proviral integration site 1","18712",0.404795623599429,8.01229898466016,1.53847771603289,0.14808673054667,0.992630117217603,-4.3740230253602
"1140","1423016_a_at","Gypa","glycophorin A","14934",0.00974796758725649,5.60908411501444,0.0325803475453593,0.97450781318782,0.998801318155266,-5.03037551291662
"1141","1423030_at","Vcp","valosin containing protein","269523",-0.181743637353398,11.5533768824679,-0.640100528390535,0.533308891726248,0.992630117217603,-4.90516198096857
"1142","1423040_at","Bzw1","basic leucine zipper and W2 domains 1","66882",-0.296957347218543,9.42320657857306,-1.17639500470575,0.26068410663644,0.992630117217603,-4.6276604116199
"1143","1423053_at","Arf4","ADP-ribosylation factor 4","11843",-0.277159949226407,10.321748416302,-0.848513779023245,0.411616630291368,0.992630117217603,-4.81370537813436
"1144","1423054_at","Wdr1","WD repeat domain 1","22388",-0.326101318160559,10.3869674284309,-0.945177147378572,0.361931892112479,0.992630117217603,-4.76388173059501
"1145","1423058_at","Capza2","capping protein (actin filament) muscle Z-line, alpha 2","12343",-0.333167923568706,11.3641185940861,-1.52896410020636,0.150411066194395,0.992630117217603,-4.3812081386249
"1146","1423059_at","Ptk2","PTK2 protein tyrosine kinase 2","14083",-0.301413765718634,9.37865668828036,-1.28563270809602,0.221165466734338,0.992630117217603,-4.55580429683475
"1147","1423061_at","Arvcf","armadillo repeat gene deleted in velocardiofacial syndrome","11877",0.0609621012193067,7.71328877774604,0.289415214464059,0.776861514546602,0.992630117217603,-5.00458552457488
"1148","1423062_at","Igfbp3","insulin-like growth factor binding protein 3","16009",-0.403100609296963,8.21806794927064,-1.46432859017671,0.167038767478162,0.992630117217603,-4.42935652848911
"1149","1423078_a_at","Msmo1","methylsterol monoxygenase 1","66234",-0.185428912292544,9.81347243655478,-0.845509137258309,0.413230863903779,0.992630117217603,-4.81518173410693
"1150","1423082_at","Derl1","Der1-like domain family, member 1","67819",-0.303967060057525,9.67370797229599,-1.05628932761859,0.310212018032269,0.992630117217603,-4.70127651170897
"1151","1423085_at","Efnb3","ephrin B3","13643",0.232149458382502,7.90572085032497,0.947189454949831,0.360944008433379,0.992630117217603,-4.76279754272901
"1152","1423089_at","Tmod3","tropomodulin 3","50875",-0.0984880011758289,8.74143078698797,-0.245320987913832,0.810066380327034,0.992630117217603,-5.01191478814686
"1153","1423092_at","Incenp","inner centromere protein","16319",-0.131904095054827,8.57071499524499,-0.664032035036731,0.518359671116659,0.992630117217603,-4.89582460318531
"1154","1423095_s_at","Crbn","cereblon","58799",-0.610970560954559,8.76932529970963,-2.57226377910849,0.0233053960425556,0.992630117217603,-3.504451092488
